timestamp,open,high,low,close
2024-12-30 08:00:00,1.04262,1.04521,1.04094,1.04481
2024-12-30 12:00:00,1.04478,1.04585,1.03715,1.03803
2024-12-30 16:00:00,1.03804,1.0407,1.03746,1.03966
2024-12-30 20:00:00,1.03966,1.04068,1.03951,1.04056
2024-12-31 00:00:00,1.04059,1.04148,1.03969,1.04087
2024-12-31 04:00:00,1.04086,1.04132,1.03994,1.04117
2024-12-31 08:00:00,1.04124,1.04246,1.04052,1.04105
2024-12-31 12:00:00,1.04105,1.04144,1.03526,1.03549
2024-12-31 16:00:00,1.03549,1.03646,1.0344,1.03561
2025-01-01 20:00:00,1.03517,1.03572,1.03463,1.03509
2025-01-02 00:00:00,1.03509,1.03744,1.03446,1.03715
2025-01-02 04:00:00,1.03713,1.03756,1.03597,1.0363
2025-01-02 08:00:00,1.03638,1.03709,1.03136,1.03316
2025-01-02 12:00:00,1.03321,1.03343,1.02725,1.02738
2025-01-02 16:00:00,1.02743,1.02763,1.02249,1.02512
2025-01-02 20:00:00,1.02513,1.02683,1.02506,1.02678
2025-01-03 00:00:00,1.02678,1.02748,1.02658,1.02708
2025-01-03 04:00:00,1.02705,1.02849,1.02643,1.02809
2025-01-03 08:00:00,1.02806,1.03031,1.02726,1.02971
2025-01-03 12:00:00,1.02972,1.03058,1.0273,1.02889
2025-01-03 16:00:00,1.0289,1.03061,1.02835,1.03012
2025-01-03 20:00:00,1.03014,1.03084,1.02988,1.03081
2025-01-05 20:00:00,1.0302,1.03083,1.02941,1.03052
2025-01-06 00:00:00,1.03049,1.03185,1.02953,1.03166
2025-01-06 04:00:00,1.03164,1.03286,1.03075,1.03276
2025-01-06 08:00:00,1.03272,1.04322,1.03263,1.04216
2025-01-06 12:00:00,1.04218,1.04368,1.03533,1.0393
2025-01-06 16:00:00,1.0394,1.04027,1.0377,1.03883
2025-01-06 20:00:00,1.03877,1.03922,1.03779,1.03831
2025-01-07 00:00:00,1.03833,1.03932,1.03763,1.03927
2025-01-07 04:00:00,1.03925,1.04242,1.03902,1.0415
2025-01-07 08:00:00,1.04143,1.04346,1.04031,1.04137
2025-01-07 12:00:00,1.04135,1.04174,1.0355,1.03727
2025-01-07 16:00:00,1.03728,1.03814,1.03492,1.03552
2025-01-07 20:00:00,1.03554,1.03561,1.03379,1.03412
2025-01-08 00:00:00,1.03415,1.0355,1.03415,1.03479
2025-01-08 04:00:00,1.03477,1.03577,1.03285,1.03328
2025-01-08 08:00:00,1.03319,1.03396,1.02733,1.02978
2025-01-08 12:00:00,1.0298,1.03101,1.02806,1.03018
2025-01-08 16:00:00,1.03019,1.03245,1.02946,1.03094
2025-01-08 20:00:00,1.03095,1.03197,1.03077,1.03134
2025-01-09 00:00:00,1.03134,1.03216,1.03044,1.03107
2025-01-09 04:00:00,1.03106,1.03128,1.02877,1.02906
2025-01-09 08:00:00,1.02907,1.03177,1.02834,1.03012
2025-01-09 12:00:00,1.03008,1.03182,1.02949,1.02992
2025-01-09 16:00:00,1.02996,1.03027,1.02908,1.02981
2025-01-09 20:00:00,1.02985,1.03038,1.02955,1.02964
2025-01-10 00:00:00,1.02967,1.03047,1.02919,1.02984
2025-01-10 04:00:00,1.02985,1.03,1.02811,1.02969
2025-01-10 08:00:00,1.02968,1.03121,1.02925,1.03015
2025-01-10 12:00:00,1.03018,1.03118,1.02147,1.02505
2025-01-10 16:00:00,1.025,1.02515,1.02274,1.02455
2025-01-10 20:00:00,1.02454,1.02461,1.02369,1.02441
2025-01-12 20:00:00,1.02295,1.02471,1.02295,1.02432
2025-01-13 00:00:00,1.02431,1.025,1.02128,1.02154
2025-01-13 04:00:00,1.02153,1.0225,1.02074,1.02153
2025-01-13 08:00:00,1.02153,1.02314,1.01777,1.0196
2025-01-13 12:00:00,1.01962,1.02209,1.01879,1.01971
2025-01-13 16:00:00,1.01971,1.02218,1.01917,1.02072
2025-01-13 20:00:00,1.02069,1.02776,1.02069,1.02642
2025-01-14 00:00:00,1.02638,1.02641,1.02384,1.02486
2025-01-14 04:00:00,1.02484,1.02661,1.02423,1.02541
2025-01-14 08:00:00,1.02547,1.02747,1.02519,1.02536
2025-01-14 12:00:00,1.02539,1.02957,1.02397,1.02949
2025-01-14 16:00:00,1.02946,1.03057,1.0279,1.0298
2025-01-14 20:00:00,1.02983,1.03085,1.02963,1.03059
2025-01-15 00:00:00,1.03059,1.0306,1.02953,1.03016
2025-01-15 04:00:00,1.03017,1.03081,1.02869,1.03057
2025-01-15 08:00:00,1.03055,1.03168,1.02938,1.03015
2025-01-15 12:00:00,1.03014,1.0354,1.02933,1.03064
2025-01-15 16:00:00,1.03062,1.03079,1.02591,1.0293
2025-01-15 20:00:00,1.02934,1.0299,1.02827,1.02953
2025-01-16 00:00:00,1.02953,1.03,1.02845,1.0289
2025-01-16 04:00:00,1.02891,1.03015,1.02806,1.02973
2025-01-16 08:00:00,1.02981,1.03001,1.02818,1.02904
2025-01-16 12:00:00,1.029,1.03056,1.02611,1.03011
2025-01-16 16:00:00,1.03009,1.03154,1.0286,1.03019
2025-01-16 20:00:00,1.03015,1.0305,1.02898,1.03014
2025-01-17 00:00:00,1.03014,1.031,1.02979,1.03006
2025-01-17 04:00:00,1.03005,1.03008,1.0277,1.02846
2025-01-17 08:00:00,1.02844,1.03099,1.02844,1.03038
2025-01-17 12:00:00,1.03041,1.03306,1.02651,1.02986
2025-01-17 16:00:00,1.02987,1.03001,1.0272,1.02761
2025-01-17 20:00:00,1.02762,1.02815,1.01216,1.01216
2025-01-19 20:00:00,1.02755,1.02804,1.02661,1.02802
2025-01-20 00:00:00,1.02801,1.03064,1.02778,1.03062
2025-01-20 04:00:00,1.0306,1.03187,1.0298,1.03068
2025-01-20 08:00:00,1.0317,1.03264,1.03048,1.0326
2025-01-20 12:00:00,1.0326,1.04301,1.03084,1.04004
2025-01-20 16:00:00,1.04004,1.04235,1.03539,1.04208
2025-01-20 20:00:00,1.04205,1.04343,1.04053,1.04211
2025-01-21 00:00:00,1.04211,1.04345,1.0353,1.03878
2025-01-21 04:00:00,1.03879,1.03991,1.03653,1.03731
2025-01-21 08:00:00,1.03733,1.03733,1.0342,1.03536
2025-01-21 12:00:00,1.03533,1.04108,1.03455,1.04008
2025-01-21 16:00:00,1.04004,1.04353,1.03983,1.04179
2025-01-21 20:00:00,1.04181,1.0433,1.03925,1.04054
2025-01-22 00:00:00,1.04056,1.04248,1.04054,1.04118
2025-01-22 04:00:00,1.04117,1.04213,1.03998,1.04113
2025-01-22 08:00:00,1.04116,1.04572,1.0408,1.04429
2025-01-22 12:00:00,1.04428,1.04461,1.04142,1.04202
2025-01-22 16:00:00,1.042,1.04231,1.04118,1.042
2025-01-22 20:00:00,1.04199,1.04232,1.04028,1.04078
2025-01-23 00:00:00,1.0408,1.04157,1.03968,1.04089
2025-01-23 04:00:00,1.04088,1.04128,1.03902,1.04005
2025-01-23 08:00:00,1.03912,1.04202,1.03903,1.04034
2025-01-23 12:00:00,1.04033,1.04176,1.0387,1.03974
2025-01-23 16:00:00,1.03974,1.04378,1.0372,1.04231
2025-01-23 20:00:00,1.04226,1.0429,1.04113,1.0416
2025-01-24 00:00:00,1.04155,1.04539,1.04117,1.04462
2025-01-24 04:00:00,1.04458,1.04698,1.0443,1.0461
2025-01-24 08:00:00,1.04606,1.05154,1.04583,1.04859
2025-01-24 12:00:00,1.04861,1.05205,1.04635,1.05165
2025-01-24 16:00:00,1.05163,1.05217,1.04918,1.04955
2025-01-24 20:00:00,1.04954,1.0497,1.04878,1.04966
2025-01-26 20:00:00,1.04794,1.04852,1.0465,1.04675
2025-01-27 00:00:00,1.04672,1.04787,1.0459,1.04684
2025-01-27 04:00:00,1.04686,1.04715,1.04537,1.04572
2025-01-27 08:00:00,1.0457,1.05181,1.04543,1.05133
2025-01-27 12:00:00,1.05182,1.05328,1.04936,1.04991
2025-01-27 16:00:00,1.0499,1.05078,1.04785,1.04929
2025-01-27 20:00:00,1.04926,1.04944,1.04289,1.04363
2025-01-28 00:00:00,1.04374,1.04562,1.04249,1.0429
2025-01-28 04:00:00,1.0429,1.04444,1.04254,1.04341
2025-01-28 08:00:00,1.04345,1.04444,1.04195,1.0423
2025-01-28 12:00:00,1.04235,1.04401,1.04137,1.04242
2025-01-28 16:00:00,1.04243,1.04385,1.04224,1.04351
2025-01-28 20:00:00,1.0435,1.04356,1.04242,1.04276
2025-01-29 00:00:00,1.04275,1.04393,1.04257,1.04374
2025-01-29 04:00:00,1.04377,1.04441,1.04132,1.04161
2025-01-29 08:00:00,1.04166,1.04309,1.03947,1.04014
2025-01-29 12:00:00,1.04016,1.04271,1.03827,1.04194
2025-01-29 16:00:00,1.04194,1.04289,1.03883,1.04165
2025-01-29 20:00:00,1.04156,1.04275,1.04059,1.04245
2025-01-30 00:00:00,1.04245,1.04291,1.04187,1.04254
2025-01-30 04:00:00,1.04251,1.04277,1.04096,1.04235
2025-01-30 08:00:00,1.04239,1.04285,1.03912,1.03916
2025-01-30 12:00:00,1.03919,1.04675,1.03899,1.04316
2025-01-30 16:00:00,1.04311,1.04349,1.04097,1.0428
2025-01-30 20:00:00,1.04283,1.04324,1.0381,1.03972
2025-01-31 00:00:00,1.03968,1.04026,1.03776,1.03851
2025-01-31 04:00:00,1.03847,1.04129,1.03826,1.04044
2025-01-31 08:00:00,1.04042,1.04068,1.03654,1.03755
2025-01-31 12:00:00,1.03759,1.04007,1.036,1.0396
2025-01-31 16:00:00,1.03962,1.0434,1.03622,1.03766
2025-02-02 20:00:00,1.02385,1.02705,1.02348,1.02471
2025-02-03 00:00:00,1.02472,1.02673,1.02106,1.02213
2025-02-03 04:00:00,1.02214,1.02518,1.02205,1.0225
2025-02-03 08:00:00,1.02252,1.02562,1.02131,1.02524
2025-02-03 12:00:00,1.02522,1.03349,1.02444,1.03158
2025-02-03 16:00:00,1.0316,1.03215,1.02703,1.02844
2025-02-03 20:00:00,1.02848,1.03504,1.02828,1.0328
2025-02-04 00:00:00,1.03281,1.03309,1.03086,1.03145
2025-02-04 04:00:00,1.03144,1.03171,1.02725,1.03117
2025-02-04 08:00:00,1.03113,1.03496,1.03089,1.03221
2025-02-04 12:00:00,1.0335,1.03858,1.03296,1.038
2025-02-04 16:00:00,1.03802,1.03875,1.03658,1.03814
2025-02-04 20:00:00,1.03818,1.03877,1.03708,1.03715
2025-02-05 00:00:00,1.03716,1.03865,1.03697,1.03796
2025-02-05 04:00:00,1.03794,1.04095,1.03732,1.04027
2025-02-05 08:00:00,1.04029,1.04307,1.03902,1.04144
2025-02-05 12:00:00,1.04144,1.04426,1.04015,1.04222
2025-02-05 16:00:00,1.0422,1.0425,1.04045,1.04072
2025-02-05 22:00:00,1.03999,1.04056,1.03971,1.03992
2025-02-06 04:00:00,1.03922,1.03939,1.03778,1.03798
2025-02-06 08:00:00,1.038,1.03813,1.03557,1.03622
2025-02-06 12:00:00,1.03617,1.03764,1.03522,1.03696
2025-02-06 16:00:00,1.03689,1.03966,1.03659,1.03853
2025-02-06 20:00:00,1.03848,1.03909,1.03805,1.03849
2025-02-07 00:00:00,1.03851,1.03912,1.03743,1.03799
2025-02-07 04:00:00,1.03802,1.03901,1.03725,1.03891
2025-02-07 08:00:00,1.0382,1.0382,1.0382,1.0382
2025-02-07 12:00:00,1.03825,1.04089,1.03284,1.03551
2025-02-07 16:00:00,1.03557,1.03603,1.03056,1.03323
2025-02-09 20:00:00,1.02853,1.03136,1.02793,1.03098
2025-02-10 00:00:00,1.03098,1.03187,1.02985,1.03116
2025-02-10 04:00:00,1.03113,1.03255,1.031,1.03129
2025-02-10 08:00:00,1.0313,1.03366,1.03065,1.03203
2025-02-10 12:00:00,1.03204,1.03264,1.03041,1.03155
2025-02-10 16:00:00,1.0307,1.0307,1.0307,1.0307
2025-02-10 20:00:00,1.03067,1.03086,1.02982,1.03007
2025-02-11 00:00:00,1.03007,1.0307,1.0292,1.02985
2025-02-11 04:00:00,1.02983,1.03103,1.02973,1.0303
2025-02-11 08:00:00,1.03034,1.03254,1.02998,1.0322
2025-02-11 12:00:00,1.0321,1.03436,1.03164,1.03401
2025-02-11 16:00:00,1.03399,1.03806,1.03388,1.03585
2025-02-11 20:00:00,1.0358,1.03679,1.03575,1.03631
2025-02-12 00:00:00,1.03639,1.0368,1.0354,1.03624
2025-02-12 04:00:00,1.03618,1.03793,1.03549,1.03751
2025-02-12 08:00:00,1.03759,1.03856,1.03647,1.03751
2025-02-12 12:00:00,1.03753,1.03825,1.03166,1.03747
2025-02-12 16:00:00,1.03741,1.04299,1.03505,1.0391
2025-02-12 20:00:00,1.0391,1.03977,1.03754,1.03925
2025-02-13 00:00:00,1.0392,1.04219,1.0387,1.04194
2025-02-13 04:00:00,1.04194,1.04401,1.04185,1.04259
2025-02-13 08:00:00,1.0426,1.0429,1.03928,1.04036
2025-02-13 12:00:00,1.03935,1.03935,1.03935,1.03935
2025-02-13 16:00:00,1.04332,1.04455,1.03738,1.04373
2025-02-13 20:00:00,1.04371,1.04687,1.04355,1.04617
2025-02-14 00:00:00,1.04617,1.04669,1.04539,1.04592
2025-02-14 04:00:00,1.0459,1.04724,1.0447,1.04654
2025-02-14 08:00:00,1.04648,1.04879,1.04628,1.04673
2025-02-14 12:00:00,1.04673,1.05141,1.04568,1.05083
2025-02-14 16:00:00,1.0508,1.05103,1.0494,1.04984
2025-02-14 20:00:00,1.04984,1.04984,1.04911,1.04919
2025-02-16 20:00:00,1.04848,1.04947,1.04835,1.04889
2025-02-17 00:00:00,1.04888,1.05065,1.04854,1.04945
2025-02-17 04:00:00,1.04949,1.04984,1.04808,1.0483
2025-02-17 08:00:00,1.0483,1.04896,1.04708,1.04821
2025-02-17 12:00:00,1.0482,1.04853,1.0467,1.04798
2025-02-17 16:00:00,1.04792,1.04846,1.04765,1.04814
2025-02-17 20:00:00,1.04817,1.0486,1.04734,1.0485
2025-02-18 00:00:00,1.04848,1.04863,1.04615,1.04628
2025-02-18 04:00:00,1.04627,1.04692,1.0452,1.04635
2025-02-18 08:00:00,1.04634,1.04693,1.0454,1.04629
2025-02-18 12:00:00,1.04567,1.0467,1.04414,1.04667
2025-02-18 16:00:00,1.04661,1.04694,1.0435,1.04451
2025-02-18 20:00:00,1.04451,1.04512,1.04413,1.04481
2025-02-19 00:00:00,1.04483,1.04523,1.0441,1.04512
2025-02-19 04:00:00,1.04518,1.04616,1.04482,1.0451
2025-02-19 08:00:00,1.04514,1.04557,1.04188,1.04245
2025-02-19 12:00:00,1.04245,1.04412,1.04213,1.04245
2025-02-19 16:00:00,1.04242,1.04324,1.04007,1.04257
2025-02-19 20:00:00,1.04256,1.04266,1.04163,1.04207
2025-02-20 00:00:00,1.04207,1.04376,1.04184,1.04308
2025-02-20 04:00:00,1.0431,1.04346,1.04234,1.04313
2025-02-20 08:00:00,1.04313,1.04466,1.04285,1.04384
2025-02-20 12:00:00,1.04383,1.04753,1.04333,1.04744
2025-02-20 16:00:00,1.04741,1.05036,1.04645,1.05013
2025-02-20 20:00:00,1.05014,1.05053,1.04917,1.05004
2025-02-21 00:00:00,1.05001,1.05048,1.04845,1.05028
2025-02-21 04:00:00,1.05024,1.05052,1.04876,1.04918
2025-02-21 08:00:00,1.0492,1.04943,1.04632,1.04693
2025-02-21 12:00:00,1.0469,1.04925,1.04527,1.04538
2025-02-21 16:00:00,1.0454,1.04679,1.04492,1.04627
2025-02-23 20:00:00,1.0471,1.0485,1.0459,1.04739
2025-02-24 00:00:00,1.0474,1.05283,1.04718,1.05195
2025-02-24 04:00:00,1.05193,1.05207,1.04867,1.04911
2025-02-24 08:00:00,1.04914,1.04922,1.04641,1.04683
2025-02-24 12:00:00,1.04684,1.04758,1.04527,1.04688
2025-02-24 16:00:00,1.04692,1.04858,1.0466,1.0475
2025-02-24 20:00:00,1.04755,1.04794,1.04601,1.04612
2025-02-25 00:00:00,1.04613,1.04765,1.04596,1.04734
2025-02-25 04:00:00,1.04735,1.04803,1.04632,1.04637
2025-02-25 08:00:00,1.04646,1.04899,1.04562,1.04896
2025-02-25 12:00:00,1.04896,1.05194,1.04884,1.04984
2025-02-25 16:00:00,1.05004,1.05179,1.04838,1.05098
2025-02-25 20:00:00,1.05102,1.05231,1.0509,1.05206
2025-02-26 00:00:00,1.05199,1.05251,1.05011,1.05044
2025-02-26 04:00:00,1.05045,1.05055,1.04872,1.04943
2025-02-26 08:00:00,1.04935,1.05114,1.04864,1.04915
2025-02-26 12:00:00,1.04914,1.05092,1.04748,1.05059
2025-02-26 16:00:00,1.05058,1.05285,1.04818,1.04908
2025-02-26 20:00:00,1.04912,1.04929,1.04782,1.0488
2025-02-27 00:00:00,1.0488,1.04881,1.04648,1.04653
2025-02-27 04:00:00,1.04656,1.04802,1.04587,1.04751
2025-02-27 08:00:00,1.04755,1.04876,1.04704,1.04759
2025-02-27 12:00:00,1.04384,1.04384,1.04384,1.04384
2025-02-27 16:00:00,1.04149,1.04181,1.04006,1.04049
2025-02-27 20:00:00,1.04044,1.04086,1.03883,1.03941
2025-02-28 00:00:00,1.03935,1.04044,1.03808,1.03883
2025-02-28 04:00:00,1.03885,1.04006,1.03825,1.03962
2025-02-28 08:00:00,1.03963,1.04079,1.03923,1.03988
2025-02-28 12:00:00,1.03985,1.04201,1.03938,1.04007
2025-02-28 16:00:00,1.03999,1.04117,1.03597,1.03678
2025-02-28 20:00:00,1.03678,1.03769,1.03621,1.03732
2025-03-03 00:00:00,1.04154,1.04175,1.04143,1.04167
2025-03-03 04:00:00,1.0417,1.04208,1.04018,1.04056
2025-03-03 08:00:00,1.04052,1.04579,1.03887,1.0453
2025-03-03 12:00:00,1.04525,1.05035,1.04525,1.04845
2025-03-03 16:00:00,1.04849,1.05027,1.04722,1.04731
2025-03-03 20:00:00,1.04726,1.04927,1.04665,1.04857
2025-03-04 00:00:00,1.04857,1.0496,1.04749,1.04774
2025-03-04 04:00:00,1.04772,1.05006,1.0471,1.04932
2025-03-04 08:00:00,1.04928,1.05446,1.04864,1.05439
2025-03-04 12:00:00,1.05443,1.05595,1.04964,1.05268
2025-03-04 16:00:00,1.05262,1.06018,1.0515,1.06009
2025-03-04 20:00:00,1.06006,1.06372,1.06006,1.06231
2025-03-05 00:00:00,1.0623,1.06275,1.06021,1.06183
2025-03-05 04:00:00,1.06181,1.06754,1.06152,1.06748
2025-03-05 08:00:00,1.06741,1.07217,1.06585,1.06781
2025-03-05 12:00:00,1.06788,1.07771,1.06784,1.07652
2025-03-05 16:00:00,1.07653,1.07909,1.07615,1.07897
2025-03-05 20:00:00,1.07901,1.07964,1.07854,1.07941
2025-03-06 00:00:00,1.07942,1.08205,1.07872,1.07896
2025-03-06 04:00:00,1.079,1.08225,1.07839,1.0799
2025-03-06 08:00:00,1.07992,1.0817,1.07807,1.07991
2025-03-06 12:00:00,1.07991,1.08534,1.0788,1.08168
2025-03-06 16:00:00,1.08172,1.0837,1.07661,1.08015
2025-03-06 20:00:00,1.08015,1.08036,1.07751,1.07875
2025-03-07 00:00:00,1.0787,1.08147,1.07811,1.08054
2025-03-07 04:00:00,1.08055,1.08407,1.08026,1.08296
2025-03-07 08:00:00,1.083,1.08712,1.08262,1.08492
2025-03-07 12:00:00,1.08493,1.08883,1.08352,1.08695
2025-03-07 16:00:00,1.08697,1.0873,1.0826,1.08426
2025-03-07 20:00:00,1.08425,1.08494,1.08397,1.08464
2025-03-09 20:00:00,1.08253,1.08656,1.08253,1.08599
2025-03-10 00:00:00,1.08599,1.08715,1.083,1.08316
2025-03-10 04:00:00,1.08318,1.0845,1.08111,1.08226
2025-03-10 08:00:00,1.08226,1.08746,1.08053,1.08508
2025-03-10 12:00:00,1.08508,1.08599,1.0821,1.08367
2025-03-10 16:00:00,1.08368,1.08454,1.08174,1.08322
2025-03-10 20:00:00,1.0832,1.08437,1.08256,1.08396
2025-03-11 00:00:00,1.08394,1.08605,1.0839,1.08546
2025-03-11 04:00:00,1.08543,1.09008,1.08357,1.08907
2025-03-11 08:00:00,1.08906,1.09211,1.08814,1.09044
2025-03-11 12:00:00,1.09045,1.09307,1.08952,1.09272
2025-03-11 16:00:00,1.09272,1.09474,1.09177,1.09198
2025-03-11 20:00:00,1.09203,1.09213,1.09061,1.09147
2025-03-12 00:00:00,1.0914,1.09158,1.0896,1.08975
2025-03-12 04:00:00,1.08971,1.09086,1.08875,1.09017
2025-03-12 08:00:00,1.09014,1.09263,1.08976,1.09012
2025-03-12 12:00:00,1.09011,1.09297,1.08755,1.09239
2025-03-12 16:00:00,1.09241,1.09277,1.08796,1.08903
2025-03-12 20:00:00,1.089,1.08938,1.0883,1.08851
2025-03-13 00:00:00,1.08852,1.08975,1.08824,1.0885
2025-03-13 04:00:00,1.08849,1.08936,1.08599,1.08653
2025-03-13 08:00:00,1.08655,1.08855,1.08457,1.08566
2025-03-13 12:00:00,1.08563,1.08765,1.08224,1.08583
2025-03-13 16:00:00,1.0858,1.08784,1.08474,1.08486
2025-03-13 20:00:00,1.08484,1.0856,1.08439,1.08547
2025-03-14 00:00:00,1.08548,1.08588,1.08344,1.08455
2025-03-14 04:00:00,1.08458,1.08515,1.08307,1.08396
2025-03-14 08:00:00,1.08395,1.09125,1.08358,1.08966
2025-03-14 12:00:00,1.08967,1.09115,1.08655,1.08713
2025-03-14 16:00:00,1.08719,1.08901,1.08701,1.08829
2025-03-14 20:00:00,1.08829,1.08861,1.08812,1.08817
2025-03-16 20:00:00,1.08788,1.08857,1.08745,1.08798
2025-03-17 00:00:00,1.08799,1.08904,1.08741,1.08833
2025-03-17 04:00:00,1.08833,1.08938,1.08686,1.08762
2025-03-17 08:00:00,1.08766,1.09119,1.08703,1.09021
2025-03-17 12:00:00,1.0902,1.09299,1.08872,1.09215
2025-03-17 16:00:00,1.09215,1.09267,1.09114,1.09204
2025-03-17 20:00:00,1.09206,1.09279,1.09175,1.09178
2025-03-18 00:00:00,1.09183,1.09214,1.09063,1.09082
2025-03-18 04:00:00,1.09088,1.09367,1.09036,1.09354
2025-03-18 08:00:00,1.09347,1.09545,1.09147,1.09162
2025-03-18 12:00:00,1.09171,1.09342,1.08922,1.09266
2025-03-18 16:00:00,1.09266,1.09518,1.09233,1.09467
2025-03-18 20:00:00,1.09459,1.0949,1.09377,1.09384
2025-03-19 00:00:00,1.09387,1.09452,1.09317,1.0938
2025-03-19 04:00:00,1.09378,1.09382,1.08734,1.0892
2025-03-19 08:00:00,1.08928,1.09131,1.0891,1.09085
2025-03-19 12:00:00,1.09088,1.09177,1.08755,1.0877
2025-03-19 16:00:00,1.0877,1.09133,1.08605,1.08992
2025-03-19 20:00:00,1.08985,1.09132,1.08958,1.09117
2025-03-20 00:00:00,1.09117,1.09177,1.09033,1.09096
2025-03-20 04:00:00,1.09099,1.09108,1.08652,1.08795
2025-03-20 08:00:00,1.08791,1.08859,1.08334,1.08493
2025-03-20 12:00:00,1.08492,1.08556,1.08146,1.08471
2025-03-20 16:00:00,1.08471,1.08545,1.08388,1.08534
2025-03-20 20:00:00,1.08531,1.08592,1.08412,1.08535
2025-03-21 00:00:00,1.08534,1.0859,1.08332,1.08344
2025-03-21 04:00:00,1.08345,1.08418,1.08196,1.08385
2025-03-21 08:00:00,1.08391,1.08514,1.08239,1.08503
2025-03-21 12:00:00,1.08505,1.08611,1.07983,1.08065
2025-03-21 16:00:00,1.08066,1.08273,1.08047,1.08177
2025-03-21 20:00:00,1.08177,1.08177,1.08115,1.08128
